BLOCKSIZE,L1_ASSOC,L1_SIZE,L1_miss_rate,L2_ASSOC,L2_SIZE,L2_miss_rate,PREF_M,PREF_N,TRACE,prefetches,sweep,trace
32,4,32,,2,128,,1,0,,,,gcc.trace.txt
64,4,4096,0.0619,8,131072,0.2346,0,0,,0,,gcc.trace.txt
32,2,8,,8,0,,1,1,,,,gcc.trace.txt
16,2,32,0.5666,1,512,0.4294,2,1,,0,,gcc.trace.txt
16,8,8,,4,256,,0,0,,,,gcc.trace.txt
32,1,16,,2,512,,1,2,,,,gcc.trace.txt
32,4,32,,1,0,,1,2,,,,gcc.trace.txt
32,1,64,0.5338,8,512,0.3585,0,2,,0,,gcc.trace.txt
16,4,16,,4,256,,2,0,,,,gcc.trace.txt
32,4,16,,1,0,,1,1,,,,gcc.trace.txt
16,8,8,,8,0,,1,0,,,,gcc.trace.txt
32,4,32,,1,256,,2,1,,,,gcc.trace.txt
16,8,32,,8,512,,2,2,,,,gcc.trace.txt
16,1,32,0.5884,2,128,0.6289,0,1,,0,,gcc.trace.txt
16,1,64,0.4967,8,512,0.3915,0,2,,0,,gcc.trace.txt
16,8,64,,2,128,,2,1,,,,gcc.trace.txt
64,8,16384,0.0196,2,131072,0.7467,0,0,,0,,gcc.trace.txt
32,2,32,,1,0,,0,0,,,,gcc.trace.txt
32,4,16,,4,256,,2,0,,,,gcc.trace.txt
16,4,8,,8,128,,1,1,,,,gcc.trace.txt
64,8,16384,0.0196,8,262144,0.7416,0,0,,0,,gcc.trace.txt
32,8,32,,8,512,,2,2,,,,gcc.trace.txt
16,4,32,,1,256,,2,1,,,,gcc.trace.txt
32,1,32,0.6165,2,128,0.6706,0,1,,0,,gcc.trace.txt
16,1,8,,4,0,,0,0,,,,gcc.trace.txt
32,8,8,,2,0,,1,1,,,,gcc.trace.txt
16,2,16,,4,512,,2,0,,,,gcc.trace.txt
16,8,64,,1,256,,1,0,,,,gcc.trace.txt
64,2,1024,0.1714,4,262144,0.0847,0,0,,0,,gcc.trace.txt
16,4,32,,2,128,,1,0,,,,gcc.trace.txt
32,4,8,,8,128,,0,2,,,,gcc.trace.txt
16,2,8,,2,0,,1,0,,,,gcc.trace.txt
32,2,32,,1,512,,2,1,,,,gcc.trace.txt
16,1,16,0.6836,2,512,0.3104,1,2,,0,,gcc.trace.txt
16,4,8,,2,512,,2,1,,,,gcc.trace.txt
32,2,32768,0.0288,2,262144,0.8973,0,0,,0,,gcc.trace.txt
16,8,64,,8,512,,1,1,,,,gcc.trace.txt
16,4,8,,4,256,,0,2,,,,gcc.trace.txt
32,2,32,,8,256,,2,0,,,,gcc.trace.txt
16,2,64,0.4721,4,128,0.742,0,0,,0,,gcc.trace.txt
32,8,32,,2,128,,1,2,,,,gcc.trace.txt
16,1,64,,2,0,,1,2,,,,gcc.trace.txt
32,2,32768,0.0288,8,131072,0.8962,0,0,,0,,gcc.trace.txt
32,4,16384,0.0283,2,524288,0.9117,0,0,,0,,gcc.trace.txt
16,2,64,0.4721,1,512,0.5111,1,2,,0,,gcc.trace.txt
16,2,32,,2,0,,2,0,,,,gcc.trace.txt
16,8,16,,4,256,,2,2,,,,gcc.trace.txt
32,2,64,,8,0,,0,0,,,,gcc.trace.txt
32,4,8,,4,256,,1,1,,,,gcc.trace.txt
16,1,16,0.6836,8,128,0.5052,2,2,,0,,gcc.trace.txt
16,8,16,,2,512,,0,1,,,,gcc.trace.txt
16,2,64,,4,0,,0,2,,,,gcc.trace.txt
16,4,32,,8,512,,2,0,,,,gcc.trace.txt
16,2,1024,0.16,8,524288,0.2945,0,0,,0,,gcc.trace.txt
16,8,16,,2,512,,1,1,,,,gcc.trace.txt
32,2,1024,0.156,2,262144,0.1656,0,0,,0,,gcc.trace.txt
32,4,8,,2,512,,2,2,,,,gcc.trace.txt
16,2,64,,4,0,,1,2,,,,gcc.trace.txt
16,2,64,0.4721,1,512,0.5111,0,2,,0,,gcc.trace.txt
32,4,8,,4,256,,0,1,,,,gcc.trace.txt
32,2,1024,0.156,8,131072,0.1655,0,0,,0,,gcc.trace.txt
32,2,64,,8,0,,1,0,,,,gcc.trace.txt
32,1,32,,8,0,,2,2,,,,gcc.trace.txt
16,2,64,0.4721,4,128,0.742,1,0,,0,,gcc.trace.txt
16,4,8,,4,256,,1,2,,,,gcc.trace.txt
32,1,16384,0.0461,8,131072,0.5602,0,0,,0,,gcc.trace.txt
16,1,64,,2,0,,0,2,,,,gcc.trace.txt
32,1,16,,8,0,,2,1,,,,gcc.trace.txt
32,8,32,,2,128,,0,2,,,,gcc.trace.txt
32,1,32,0.6165,8,512,0.3103,2,1,,0,,gcc.trace.txt
16,1,32,,4,0,,2,0,,,,gcc.trace.txt
16,1,64,0.4967,2,128,0.745,2,2,,0,,gcc.trace.txt
16,8,64,,8,512,,0,1,,,,gcc.trace.txt
32,1,16384,0.0461,2,262144,0.5606,0,0,,0,,gcc.trace.txt
32,1,64,,1,0,,2,2,,,,gcc.trace.txt
16,4,32,,2,128,,0,0,,,,gcc.trace.txt
32,4,8,,8,128,,1,2,,,,gcc.trace.txt
32,1,32,0.6165,1,256,0.5411,2,0,,0,,gcc.trace.txt
16,1,16,0.6836,2,512,0.3104,0,2,,0,,gcc.trace.txt
16,8,16,,8,128,,2,1,,,,gcc.trace.txt
16,2,8,,2,0,,0,0,,,,gcc.trace.txt
16,8,64,,1,256,,0,0,,,,gcc.trace.txt
16,1,16,0.6836,4,256,0.3842,2,1,,0,,gcc.trace.txt
32,1,32,0.6165,2,128,0.6706,1,1,,0,,gcc.trace.txt
16,2,16,,1,128,,2,2,,,,gcc.trace.txt
32,8,8,,2,0,,0,1,,,,gcc.trace.txt
16,1,8,,4,0,,1,0,,,,gcc.trace.txt
16,1,64,0.4967,8,512,0.3915,1,2,,0,,gcc.trace.txt
16,4,8,,8,128,,0,1,,,,gcc.trace.txt
32,8,1024,0.1363,0,0,0.0,0,0,/Users/kaylaradu/GitHubRepos/GitNCSU/ECE492-MicroArch/traces/gcc_trace.txt,0,graph1_size_assoc,gcc.trace.txt
32,2,32,,1,0,,1,0,,,,gcc.trace.txt
16,1,32,0.5884,2,128,0.6289,1,1,,0,,gcc.trace.txt
32,8,8,,2,512,,2,0,,,,gcc.trace.txt
32,2,16,,1,128,,2,2,,,,gcc.trace.txt
16,8,8,,8,0,,0,0,,,,gcc.trace.txt
32,1,64,0.5338,8,512,0.3585,1,2,,0,,gcc.trace.txt
32,4,32,,1,0,,0,2,,,,gcc.trace.txt
32,4,16,,1,0,,0,1,,,,gcc.trace.txt
32,2,8,,8,0,,0,1,,,,gcc.trace.txt
16,8,16384,0.0477,4,131072,0.9878,0,0,,0,,gcc.trace.txt
32,4,32,,2,128,,0,0,,,,gcc.trace.txt
64,1,4096,0.1021,2,524288,0.1422,0,0,,0,,gcc.trace.txt
16,4,8,,2,0,,1,2,,,,gcc.trace.txt
16,1,32,0.5884,1,256,0.5143,2,0,,0,,gcc.trace.txt
32,1,16,,2,512,,0,2,,,,gcc.trace.txt
16,8,8,,4,256,,1,0,,,,gcc.trace.txt
32,8,16,,8,128,,2,1,,,,gcc.trace.txt
32,2,8192,0.0473,4,131072,0.5454,0,0,,0,,gcc.trace.txt
64,1,8192,0.0658,0,0,0.0,0,0,,0,,gcc.trace.txt
32,1,16,,4,256,,2,1,,,,gcc.trace.txt
16,1,8,,8,128,,1,0,,,,gcc.trace.txt
32,2,64,0.5039,4,128,0.8013,1,0,,0,,gcc.trace.txt
32,2,8,,2,256,,2,2,,,,gcc.trace.txt
16,8,32,,2,128,,0,2,,,,gcc.trace.txt
32,8,8,,8,128,,1,0,,,,gcc.trace.txt
16,1,32,0.5884,8,512,0.3305,2,1,,0,,gcc.trace.txt
32,2,8,,4,512,,0,1,,,,gcc.trace.txt
32,1,64,0.5338,2,128,0.7745,2,2,,0,,gcc.trace.txt
16,4,64,0.4645,1,256,0.6257,0,2,,0,,gcc.trace.txt
16,4,32768,0.0475,0,0,0.0,0,0,/Users/kaylaradu/GitHubRepos/GitNCSU/ECE492-MicroArch/traces/gcc_trace.txt,0,graph4_blocksize,gcc.trace.txt
32,1,8,,4,256,,1,0,,,,gcc.trace.txt
16,2,8,,1,128,,0,0,,,,gcc.trace.txt
32,8,16,,2,512,,1,1,,,,gcc.trace.txt
16,4,64,,4,0,,0,0,,,,gcc.trace.txt
16,1,4096,0.1102,4,131072,0.4275,0,0,,0,,gcc.trace.txt
16,2,8,,4,512,,1,2,,,,gcc.trace.txt
32,2,2048,0.1071,2,524288,0.241,0,0,,0,,gcc.trace.txt
32,4,4096,0.0599,4,262144,0.4309,0,0,,0,,gcc.trace.txt
16,1,8,,2,512,,2,0,,,,gcc.trace.txt
16,4,16,,2,0,,2,1,,,,gcc.trace.txt
16,4,32,,2,0,,2,2,,,,gcc.trace.txt
32,8,32,,4,256,,2,0,,,,gcc.trace.txt
16,2,64,,1,0,,0,1,,,,gcc.trace.txt
16,8,64,,8,128,,0,0,,,,gcc.trace.txt
32,4,16,,8,512,,2,2,,,,gcc.trace.txt
16,8,16,,1,256,,2,1,,,,gcc.trace.txt
32,2,2048,0.1071,8,16384,0.2585,0,0,,0,,gcc.trace.txt
16,2,64,0.4721,4,512,0.4183,1,1,,0,,gcc.trace.txt
32,1,32,,8,128,,2,0,,,,gcc.trace.txt
32,4,8,,1,256,,1,2,,,,gcc.trace.txt
16,1,64,0.4967,4,256,0.5289,0,0,,0,,gcc.trace.txt
16,8,32768,0.0475,2,131072,0.9939,0,0,,0,,gcc.trace.txt
16,4,8,,1,256,,0,1,,,,gcc.trace.txt
64,2,16384,0.026,0,0,0.0,0,0,,0,,gcc.trace.txt
16,1,8192,0.0839,2,524288,0.5614,0,0,,0,,gcc.trace.txt
64,1,2048,0.1612,2,524288,0.0901,0,0,,0,,gcc.trace.txt
32,4,8,,2,0,,2,2,,,,gcc.trace.txt
16,8,16,,2,128,,1,0,,,,gcc.trace.txt
16,8,32768,0.0475,8,262144,0.993,0,0,,0,,gcc.trace.txt
32,4,8192,0.0425,8,524288,0.608,0,0,,0,,gcc.trace.txt
16,2,16,,8,256,,2,2,,,,gcc.trace.txt
16,4,8,,8,512,,0,0,,,,gcc.trace.txt
32,2,32,,4,512,,2,2,,,,gcc.trace.txt
32,1,16,,2,0,,1,0,,,,gcc.trace.txt
32,1,32,0.6165,2,512,0.3575,1,0,,0,,gcc.trace.txt
32,2,32,,2,256,,0,1,,,,gcc.trace.txt
32,4,16,,2,128,,1,2,,,,gcc.trace.txt
16,4,32,,4,256,,2,2,,,,gcc.trace.txt
16,2,16,,8,0,,0,2,,,,gcc.trace.txt
32,2,64,,2,0,,2,1,,,,gcc.trace.txt
64,1,8192,0.0658,4,131072,0.2206,0,0,,0,,gcc.trace.txt
16,2,32,,8,0,,0,1,,,,gcc.trace.txt
32,2,16,,4,0,,0,0,,,,gcc.trace.txt
16,4,32,,2,512,,0,1,,,,gcc.trace.txt
16,8,16,,8,512,,2,0,,,,gcc.trace.txt
32,4,2048,0.0962,4,262144,0.2683,0,0,,0,,gcc.trace.txt
16,1,2048,0.1506,4,131072,0.313,0,0,,0,,gcc.trace.txt
32,2,4096,0.0753,2,524288,0.343,0,0,,0,,gcc.trace.txt
32,4,32,,4,256,,2,2,,,,gcc.trace.txt
16,2,8,,8,256,,0,0,,,,gcc.trace.txt
16,4,64,0.4645,8,128,0.7483,0,2,,0,,gcc.trace.txt
16,1,8,,8,512,,1,1,,,,gcc.trace.txt
16,4,16,,8,0,,1,0,,,,gcc.trace.txt
32,8,8,,1,256,,1,0,,,,gcc.trace.txt
32,4,32,,2,512,,0,1,,,,gcc.trace.txt
32,4,32,,4,0,,1,1,,,,gcc.trace.txt
32,8,16,,8,512,,2,0,,,,gcc.trace.txt
32,4,16,,4,0,,1,2,,,,gcc.trace.txt
32,4,1024,0.1427,4,524288,0.1809,0,0,,0,,gcc.trace.txt
16,8,32,,2,0,,0,1,,,,gcc.trace.txt
16,1,1024,1.0,0,0,0.0,4,4,/Users/kaylaradu/GitHubRepos/GitNCSU/ECE492-MicroArch/traces/stream_trace.txt,0,stream_prefetch_buffers,stream.trace.txt
16,2,32,0.5666,4,512,0.3493,2,2,,0,,gcc.trace.txt
16,8,16,,2,0,,0,2,,,,gcc.trace.txt
32,8,8,,2,128,,2,1,,,,gcc.trace.txt
16,1,32,0.5884,2,512,0.3607,1,0,,0,,gcc.trace.txt
32,1,8,,8,512,,0,2,,,,gcc.trace.txt
32,1,32768,0.0377,4,262144,0.6852,0,0,,0,,gcc.trace.txt
16,4,16,,2,128,,1,2,,,,gcc.trace.txt
16,2,32,0.5666,2,256,0.5002,0,1,,0,,gcc.trace.txt
32,8,16,,1,0,,2,2,,,,gcc.trace.txt
64,1,1024,0.2149,8,131072,0.0676,0,0,,0,,gcc.trace.txt
16,8,8,,8,512,,0,2,,,,gcc.trace.txt
16,1,8,,2,128,,2,1,,,,gcc.trace.txt
32,8,32,,1,0,,2,1,,,,gcc.trace.txt
64,1,1024,0.2149,2,262144,0.0677,0,0,,0,,gcc.trace.txt
32,2,8,,1,512,,1,2,,,,gcc.trace.txt
32,8,16,,2,128,,1,0,,,,gcc.trace.txt
16,4,64,0.4645,4,256,0.5669,1,1,,0,,gcc.trace.txt
32,2,16,,8,256,,2,2,,,,gcc.trace.txt
16,1,8,,1,256,,1,0,,,,gcc.trace.txt
32,2,8,,4,128,,0,0,,,,gcc.trace.txt
16,2,8,,1,512,,0,1,,,,gcc.trace.txt
16,8,32,,4,256,,2,0,,,,gcc.trace.txt
32,8,16,,1,256,,2,1,,,,gcc.trace.txt
16,4,16,,8,512,,2,2,,,,gcc.trace.txt
16,1,32,0.5884,8,128,0.5851,2,0,,0,,gcc.trace.txt
32,8,8,,8,512,,1,1,,,,gcc.trace.txt
32,1,64,0.5338,4,256,0.5349,0,0,,0,,gcc.trace.txt
32,1,8,,4,0,,2,0,,,,gcc.trace.txt
16,8,32,,4,256,,0,0,,,,gcc.trace.txt
16,2,8,,1,512,,2,1,,,,gcc.trace.txt
32,2,64,0.5039,2,256,0.6074,1,2,,0,,gcc.trace.txt
32,2,8,,4,128,,2,0,,,,gcc.trace.txt
16,8,8,,2,0,,1,1,,,,gcc.trace.txt
32,1,64,0.5338,4,256,0.5349,2,0,,0,,gcc.trace.txt
32,1,8,,4,0,,0,0,,,,gcc.trace.txt
16,4,8192,0.0595,0,0,0.0,0,0,/Users/kaylaradu/GitHubRepos/GitNCSU/ECE492-MicroArch/traces/gcc_trace.txt,0,graph4_blocksize,gcc.trace.txt
16,1,32,0.5884,8,128,0.5851,0,0,,0,,gcc.trace.txt
32,1,8,,2,128,,1,2,,,,gcc.trace.txt
32,8,16,,1,256,,0,1,,,,gcc.trace.txt
16,4,16,,8,512,,0,2,,,,gcc.trace.txt
32,8,32,,1,0,,0,1,,,,gcc.trace.txt
16,4,64,0.4645,2,512,0.456,1,2,,0,,gcc.trace.txt
16,1,8,,2,128,,0,1,,,,gcc.trace.txt
64,2,2048,0.1158,4,131072,0.1253,0,0,,0,,gcc.trace.txt
16,8,8,,8,512,,2,2,,,,gcc.trace.txt
32,8,16,,1,0,,0,2,,,,gcc.trace.txt
32,4,32,,8,128,,1,1,,,,gcc.trace.txt
32,2,16,,8,256,,0,2,,,,gcc.trace.txt
32,2,8,,2,0,,1,0,,,,gcc.trace.txt
64,4,4096,0.0619,8,524288,0.2346,0,0,,0,,gcc.trace.txt
16,2,8192,0.0638,4,131072,0.7391,0,0,,0,,gcc.trace.txt
16,8,16,,2,0,,2,2,,,,gcc.trace.txt
16,2,32,0.5666,4,512,0.3493,0,2,,0,,gcc.trace.txt
16,8,32,,2,0,,2,1,,,,gcc.trace.txt
16,2,32,0.5666,2,256,0.5002,2,1,,0,,gcc.trace.txt
32,1,16,,1,256,,1,2,,,,gcc.trace.txt
32,1,8,,8,512,,2,2,,,,gcc.trace.txt
32,8,8,,2,128,,0,1,,,,gcc.trace.txt
16,4,4096,0.0755,4,262144,0.6239,0,0,,0,,gcc.trace.txt
16,2,2048,0.1183,2,524288,0.3985,0,0,,0,,gcc.trace.txt
16,8,8,,2,128,,1,2,,,,gcc.trace.txt
32,1,4096,0.1002,4,131072,0.2578,0,0,,0,,gcc.trace.txt
16,4,64,0.4645,8,128,0.7483,2,2,,0,,gcc.trace.txt
32,4,32,,4,256,,0,2,,,,gcc.trace.txt
32,2,16,,4,128,,1,1,,,,gcc.trace.txt
16,2,8,,8,256,,2,0,,,,gcc.trace.txt
64,2,8192,0.0455,2,524288,0.3191,0,0,,0,,gcc.trace.txt
16,2,32,0.5666,1,128,0.691,1,0,,0,,gcc.trace.txt
32,8,16,,8,512,,0,0,,,,gcc.trace.txt
32,4,32,,2,512,,2,1,,,,gcc.trace.txt
16,2,32,,8,0,,2,1,,,,gcc.trace.txt
16,2,1024,0.16,2,262144,0.2947,0,0,,0,,gcc.trace.txt
32,2,64,,2,0,,0,1,,,,gcc.trace.txt
16,2,16,,8,0,,2,2,,,,gcc.trace.txt
16,2,16,,4,128,,1,1,,,,gcc.trace.txt
32,4,16384,0.0283,0,0,0.0,0,0,/Users/kaylaradu/GitHubRepos/GitNCSU/ECE492-MicroArch/traces/gcc_trace.txt,0,graph4_blocksize,gcc.trace.txt
16,4,32,,4,256,,0,2,,,,gcc.trace.txt
16,2,1024,0.16,8,131072,0.2945,0,0,,0,,gcc.trace.txt
32,2,32,,1,128,,1,0,,,,gcc.trace.txt
16,8,16,,8,512,,0,0,,,,gcc.trace.txt
16,4,32,,2,512,,2,1,,,,gcc.trace.txt
32,2,16,,4,0,,2,0,,,,gcc.trace.txt
16,4,8,,8,512,,2,0,,,,gcc.trace.txt
32,2,32,,4,512,,0,2,,,,gcc.trace.txt
32,4,16384,0.0283,8,262144,0.9117,0,0,,0,,gcc.trace.txt
32,1,64,,4,0,,1,1,,,,gcc.trace.txt
16,8,64,,2,512,,1,0,,,,gcc.trace.txt
32,2,32,,2,256,,2,1,,,,gcc.trace.txt
32,4,16384,0.0283,2,131072,0.9153,0,0,,0,,gcc.trace.txt
16,1,16,0.6836,1,256,0.4426,1,2,,0,,gcc.trace.txt
32,2,32768,0.0288,8,524288,0.8962,0,0,,0,,gcc.trace.txt
32,4,1024,0.1427,8,32768,0.184,0,0,/Users/kaylaradu/GitHubRepos/GitNCSU/ECE492-MicroArch/traces/gcc_trace.txt,0,graph5_l2size,gcc.trace.txt
16,4,8,,1,256,,2,1,,,,gcc.trace.txt
16,2,16,,8,256,,0,2,,,,gcc.trace.txt
16,4,32,,8,128,,1,1,,,,gcc.trace.txt
32,8,32768,0.0262,0,0,0.0,0,0,,0,,gcc.trace.txt
16,1,16,,1,0,,1,0,,,,gcc.trace.txt
16,2,8,,8,0,,1,1,,,,gcc.trace.txt
32,4,8,,2,0,,0,2,,,,gcc.trace.txt
16,8,64,,8,128,,2,0,,,,gcc.trace.txt
32,8,32,,4,256,,0,0,,,,gcc.trace.txt
16,2,64,,1,0,,2,1,,,,gcc.trace.txt
16,2,64,0.4721,2,256,0.5958,1,2,,0,,gcc.trace.txt
64,8,16384,0.0196,2,524288,0.7416,0,0,,0,,gcc.trace.txt
16,4,8,,2,128,,1,0,,,,gcc.trace.txt
16,1,64,0.4967,4,256,0.5289,2,0,,0,,gcc.trace.txt
32,1,32,,8,128,,0,0,,,,gcc.trace.txt
32,8,8,,8,0,,1,0,,,,gcc.trace.txt
32,4,16,,8,512,,0,2,,,,gcc.trace.txt
16,8,16,,1,256,,0,1,,,,gcc.trace.txt
32,4,32,,8,512,,1,0,,,,gcc.trace.txt
16,4,64,,4,0,,2,0,,,,gcc.trace.txt
32,1,16,,8,128,,1,2,,,,gcc.trace.txt
16,4,32,,2,0,,0,2,,,,gcc.trace.txt
16,4,1024,0.1473,4,524288,0.3199,0,0,,0,,gcc.trace.txt
16,2,8,,2,256,,1,1,,,,gcc.trace.txt
16,4,16,,2,0,,0,1,,,,gcc.trace.txt
32,8,16,,4,256,,1,2,,,,gcc.trace.txt
16,1,8,,2,512,,0,0,,,,gcc.trace.txt
16,1,32,0.5884,8,512,0.3305,0,1,,0,,gcc.trace.txt
32,8,32,,4,0,,1,2,,,,gcc.trace.txt
16,8,32,,2,128,,2,2,,,,gcc.trace.txt
16,2,32,0.5666,8,256,0.4543,1,0,,0,,gcc.trace.txt
32,2,8,,2,256,,0,2,,,,gcc.trace.txt
32,8,16,,4,0,,1,1,,,,gcc.trace.txt
16,2,8,,1,128,,2,0,,,,gcc.trace.txt
32,16384,524288,0.0258,0,0,0.0,0,0,/Users/kaylaradu/GitHubRepos/GitNCSU/ECE492-MicroArch/traces/gcc_trace.txt,0,graph1_size_assoc,gcc.trace.txt
32,4,32768,0.0264,4,131072,0.978,0,0,,0,,gcc.trace.txt
16,4,64,0.4645,1,256,0.6257,2,2,,0,,gcc.trace.txt
32,1,64,0.5338,2,128,0.7745,0,2,,0,,gcc.trace.txt
16,8,32,,8,0,,1,0,,,,gcc.trace.txt
32,2,8,,4,512,,2,1,,,,gcc.trace.txt
16,2,32,0.5666,1,512,0.4294,1,1,,0,,gcc.trace.txt
32,8,16,,8,128,,0,1,,,,gcc.trace.txt
32,1,16,,2,512,,2,2,,,,gcc.trace.txt
16,1,32,0.5884,1,256,0.5143,0,0,,0,,gcc.trace.txt
32,4,32,,2,128,,2,0,,,,gcc.trace.txt
32,2,8,,8,0,,2,1,,,,gcc.trace.txt
64,4,1024,0.1584,8,262144,0.0917,0,0,,0,,gcc.trace.txt
32,8,8192,0.0395,0,0,0.0,0,0,,0,,gcc.trace.txt
32,1,16,,4,256,,0,1,,,,gcc.trace.txt
16,8,64,,1,0,,1,0,,,,gcc.trace.txt
32,2,16,,4,512,,1,0,,,,gcc.trace.txt
64,4,1024,0.1584,2,131072,0.0922,0,0,,0,,gcc.trace.txt
64,8,32768,0.015,4,524288,0.968,0,0,,0,,gcc.trace.txt
16,8,8,,8,0,,2,0,,,,gcc.trace.txt
16,8,32,,8,512,,1,2,,,,gcc.trace.txt
32,2,16,,1,128,,0,2,,,,gcc.trace.txt
32,8,8,,2,512,,0,0,,,,gcc.trace.txt
32,4,32,,1,256,,1,1,,,,gcc.trace.txt
16,4,16,,4,256,,1,0,,,,gcc.trace.txt
32,4,16,,1,0,,2,1,,,,gcc.trace.txt
32,4,32,,1,0,,2,2,,,,gcc.trace.txt
32,8,8,,2,0,,2,1,,,,gcc.trace.txt
16,4,32,,1,256,,1,1,,,,gcc.trace.txt
32,8,32,,8,512,,1,2,,,,gcc.trace.txt
16,2,16,,1,128,,0,2,,,,gcc.trace.txt
16,4,8,,8,128,,2,1,,,,gcc.trace.txt
32,4,16,,4,256,,1,0,,,,gcc.trace.txt
16,8,64,,2,128,,1,1,,,,gcc.trace.txt
32,2,32,,1,512,,1,1,,,,gcc.trace.txt
16,8,16,,8,128,,0,1,,,,gcc.trace.txt
16,2,8,,2,0,,2,0,,,,gcc.trace.txt
16,1,16,0.6836,2,512,0.3104,2,2,,0,,gcc.trace.txt
32,1,8192,0.067,2,524288,0.3854,0,0,,0,,gcc.trace.txt
32,1,32,0.6165,1,256,0.5411,0,0,,0,,gcc.trace.txt
16,4,32,,2,128,,2,0,,,,gcc.trace.txt
64,4,2048,0.1033,8,524288,0.1406,0,0,,0,,gcc.trace.txt
16,8,8192,0.0587,0,0,0.0,0,0,,0,,gcc.trace.txt
32,1,64,,1,0,,0,2,,,,gcc.trace.txt
16,1,16,0.6836,4,256,0.3842,0,1,,0,,gcc.trace.txt
16,4,8192,0.0595,8,524288,0.7928,0,0,,0,,gcc.trace.txt
16,2,16,,4,512,,1,0,,,,gcc.trace.txt
16,8,64,,1,256,,2,0,,,,gcc.trace.txt
64,2,4096,0.0784,4,131072,0.1852,0,0,,0,,gcc.trace.txt
32,1,32,0.6165,8,512,0.3103,0,1,,0,,gcc.trace.txt
32,8,32,,2,128,,2,2,,,,gcc.trace.txt
32,1,16,,8,0,,0,1,,,,gcc.trace.txt
16,1,64,,2,0,,2,2,,,,gcc.trace.txt
32,2,32,,8,256,,1,0,,,,gcc.trace.txt
32,1,32,,8,0,,0,2,,,,gcc.trace.txt
16,8,64,,8,512,,2,1,,,,gcc.trace.txt
16,1,64,0.4967,2,128,0.745,0,2,,0,,gcc.trace.txt
16,1,32,,4,0,,0,0,,,,gcc.trace.txt
16,4,8,,2,512,,1,1,,,,gcc.trace.txt
32,2,4096,0.0753,8,16384,0.3688,0,0,/Users/kaylaradu/GitHubRepos/GitNCSU/ECE492-MicroArch/traces/gcc_trace.txt,0,graph3_l2,gcc.trace.txt
64,4,8192,0.0386,4,262144,0.3763,0,0,,0,,gcc.trace.txt
32,4,2048,0.0962,8,32768,0.2728,0,0,/Users/kaylaradu/GitHubRepos/GitNCSU/ECE492-MicroArch/traces/gcc_trace.txt,0,graph5_l2size,gcc.trace.txt
16,4,32,,8,512,,1,0,,,,gcc.trace.txt
32,4,8,,2,512,,0,2,,,,gcc.trace.txt
16,1,16,0.6836,8,128,0.5052,1,2,,0,,gcc.trace.txt
16,2,4096,0.0875,2,524288,0.5386,0,0,,0,,gcc.trace.txt
32,1,2048,0.1477,4,131072,0.1748,0,0,,0,,gcc.trace.txt
16,4,2048,0.1062,4,262144,0.4437,0,0,,0,,gcc.trace.txt
32,4,8,,4,256,,2,1,,,,gcc.trace.txt
16,2,64,0.4721,1,512,0.5111,2,2,,0,,gcc.trace.txt
16,2,32,,2,0,,1,0,,,,gcc.trace.txt
16,8,16,,4,256,,1,2,,,,gcc.trace.txt
64,1,8192,0.0658,4,524288,0.2206,0,0,,0,,gcc.trace.txt
32,2,64,,8,0,,2,0,,,,gcc.trace.txt
32,2,4096,0.0753,8,262144,0.343,0,0,,0,,gcc.trace.txt
16,8,16,,4,256,,0,2,,,,gcc.trace.txt
16,2,32,,2,0,,0,0,,,,gcc.trace.txt
16,1,2048,0.1506,4,524288,0.313,0,0,,0,,gcc.trace.txt
32,2,4096,0.0753,2,131072,0.3442,0,0,,0,,gcc.trace.txt
16,4,32,,8,512,,0,0,,,,gcc.trace.txt
32,4,8,,2,512,,1,2,,,,gcc.trace.txt
16,2,64,,4,0,,2,2,,,,gcc.trace.txt
16,8,16,,2,512,,2,1,,,,gcc.trace.txt
16,1,16,0.6836,8,128,0.5052,0,2,,0,,gcc.trace.txt
16,1,64,0.4967,2,128,0.745,1,2,,0,,gcc.trace.txt
16,1,32,,4,0,,1,0,,,,gcc.trace.txt
16,4,8,,2,512,,0,1,,,,gcc.trace.txt
32,1,16,,8,0,,1,1,,,,gcc.trace.txt
32,1,32,0.6165,8,512,0.3103,1,1,,0,,gcc.trace.txt
32,1,32,,8,0,,1,2,,,,gcc.trace.txt
16,2,64,0.4721,4,128,0.742,2,0,,0,,gcc.trace.txt
16,4,8,,4,256,,2,2,,,,gcc.trace.txt
32,2,32,,8,256,,0,0,,,,gcc.trace.txt
16,1,16,0.6836,4,256,0.3842,1,1,,0,,gcc.trace.txt
64,1,2048,0.1612,8,262144,0.0901,0,0,,0,,gcc.trace.txt
16,1,8192,0.0839,2,131072,0.5621,0,0,,0,,gcc.trace.txt
16,8,32768,0.0475,2,524288,0.993,0,0,,0,,gcc.trace.txt
32,4,8192,0.0425,2,262144,0.6084,0,0,,0,,gcc.trace.txt
16,2,16,,4,512,,0,0,,,,gcc.trace.txt
16,8,16,,8,128,,1,1,,,,gcc.trace.txt
32,2,32,,1,512,,0,1,,,,gcc.trace.txt
32,1,64,,1,0,,1,2,,,,gcc.trace.txt
32,4,8192,0.0425,8,131072,0.608,0,0,,0,,gcc.trace.txt
32,4,8,,8,128,,2,2,,,,gcc.trace.txt
16,1,8192,0.0839,8,262144,0.5614,0,0,,0,,gcc.trace.txt
