BLOCKSIZE,L1_ASSOC,L1_SIZE,L1_miss_rate,L2_ASSOC,L2_SIZE,L2_miss_rate,PREF_M,PREF_N,TRACE,prefetches,sweep,trace
16,2,8,,1,0,,1,2,,,,gcc.trace.txt
32,4,32768,0.0264,0,0,0.0,0,0,/Users/kaylaradu/GitHubRepos/GitNCSU/ECE492-MicroArch/traces/gcc_trace.txt,0,graph1_size_assoc,gcc.trace.txt
16,1,16,0.6836,1,512,0.359,1,0,,0,,gcc.trace.txt
32,1,16,,4,0,,1,1,,,,gcc.trace.txt
32,1,32,0.6165,4,512,0.3262,1,1,,0,,gcc.trace.txt
16,8,64,,2,256,,1,2,,,,gcc.trace.txt
16,4,8,,8,256,,2,2,,,,gcc.trace.txt
32,2,32,,4,256,,0,0,,,,gcc.trace.txt
32,1,32,,4,0,,1,2,,,,gcc.trace.txt
16,2,64,0.4721,8,128,0.7315,2,0,,0,,gcc.trace.txt
16,1,16,0.6836,8,256,0.3769,1,1,,0,,gcc.trace.txt
16,1,64,,1,0,,1,0,,,,gcc.trace.txt
32,8,32,,1,128,,1,0,,,,gcc.trace.txt
16,2,16,,8,512,,0,0,,,,gcc.trace.txt
64,1,2048,0.1612,4,262144,0.0901,0,0,,0,,gcc.trace.txt
32,1,8192,0.067,0,0,0.0,0,0,,0,,gcc.trace.txt
16,8,16,,4,128,,1,1,,,,gcc.trace.txt
32,4,8,,4,128,,2,2,,,,gcc.trace.txt
16,1,8192,0.0839,4,262144,0.5614,0,0,,0,,gcc.trace.txt
32,4,8192,0.0425,4,131072,0.608,0,0,,0,,gcc.trace.txt
32,4,16,,8,256,,0,0,,,,gcc.trace.txt
16,1,64,0.4967,4,512,0.3986,2,2,,0,,gcc.trace.txt
32,8,32,,2,256,,2,1,,,,gcc.trace.txt
16,2,64,0.4721,2,512,0.4481,1,0,,0,,gcc.trace.txt
16,2,32,,1,0,,2,2,,,,gcc.trace.txt
16,1,8,,8,0,,2,0,,,,gcc.trace.txt
16,1,64,0.4967,2,256,0.5695,0,1,,0,,gcc.trace.txt
16,2,16,,1,0,,2,1,,,,gcc.trace.txt
32,8,32,,4,512,,0,2,,,,gcc.trace.txt
32,2,4096,0.0753,0,0,0.0,0,0,/Users/kaylaradu/GitHubRepos/GitNCSU/ECE492-MicroArch/traces/gcc_trace.txt,0,graph1_size_assoc,gcc.trace.txt
32,2,8,,2,128,,0,1,,,,gcc.trace.txt
16,4,16,,8,256,,0,0,,,,gcc.trace.txt
32,1,64,0.5338,4,512,0.3768,2,2,,0,,gcc.trace.txt
16,8,32,,2,256,,2,1,,,,gcc.trace.txt
32,1,8,,2,0,,2,1,,,,gcc.trace.txt
32,1,64,0.5338,2,256,0.5719,0,1,,0,,gcc.trace.txt
16,4,64,0.4645,1,128,0.78,2,1,,0,,gcc.trace.txt
16,8,32,,4,512,,0,2,,,,gcc.trace.txt
16,1,8,,4,128,,2,0,,,,gcc.trace.txt
32,1,16,,8,256,,1,1,,,,gcc.trace.txt
32,1,8,,1,512,,2,1,,,,gcc.trace.txt
16,8,32,,1,128,,1,0,,,,gcc.trace.txt
32,2,16,,8,512,,0,0,,,,gcc.trace.txt
64,1,1024,0.2149,4,524288,0.0676,0,0,,0,,gcc.trace.txt
16,1,8192,0.0839,0,0,0.0,0,0,,0,,gcc.trace.txt
32,8,16,,4,128,,1,1,,,,gcc.trace.txt
16,8,8,,8,256,,2,0,,,,gcc.trace.txt
16,2,8,,2,128,,1,2,,,,gcc.trace.txt
16,4,64,0.4645,2,256,0.6009,1,0,,0,,gcc.trace.txt
16,4,8,,1,0,,0,0,,,,gcc.trace.txt
32,1,8,,8,256,,2,0,,,,gcc.trace.txt
32,4,32,,1,128,,1,2,,,,gcc.trace.txt
32,2,16,,1,256,,0,1,,,,gcc.trace.txt
16,8,32,,4,0,,0,0,,,,gcc.trace.txt
32,1,32768,0.0377,2,524288,0.6852,0,0,,0,,gcc.trace.txt
32,1,16,,1,512,,1,0,,,,gcc.trace.txt
32,8,8,,4,128,,2,0,,,,gcc.trace.txt
32,8,32,,8,0,,0,2,,,,gcc.trace.txt
16,1,32,0.5884,4,512,0.3365,1,1,,0,,gcc.trace.txt
16,2,32,0.5666,4,256,0.4635,0,0,,0,,gcc.trace.txt
16,8,8,,1,512,,2,1,,,,gcc.trace.txt
16,8,64,,2,0,,2,2,,,,gcc.trace.txt
32,8,16,,8,0,,0,1,,,,gcc.trace.txt
32,2,64,,8,128,,2,0,,,,gcc.trace.txt
16,1,1024,0.1922,2,131072,0.2455,0,0,,0,,gcc.trace.txt
32,1,8192,0.067,0,0,0.0,0,0,/Users/kaylaradu/GitHubRepos/GitNCSU/ECE492-MicroArch/traces/gcc_trace.txt,0,graph1_size_assoc,gcc.trace.txt
32,4,1024,0.1427,2,262144,0.1811,0,0,,0,,gcc.trace.txt
32,8,16,,8,256,,0,2,,,,gcc.trace.txt
16,4,16,,1,512,,0,1,,,,gcc.trace.txt
32,4,32,,2,0,,1,0,,,,gcc.trace.txt
32,4,1024,0.1427,8,131072,0.1809,0,0,,0,,gcc.trace.txt
16,1,1024,0.1922,8,262144,0.2452,0,0,,0,,gcc.trace.txt
32,4,32,,4,512,,0,0,,,,gcc.trace.txt
16,2,8,,8,512,,2,2,,,,gcc.trace.txt
32,1,16,,4,128,,0,2,,,,gcc.trace.txt
16,4,64,0.4645,8,256,0.5548,1,0,,0,,gcc.trace.txt
16,8,32,,1,0,,2,2,,,,gcc.trace.txt
16,2,8,,8,128,,1,2,,,,gcc.trace.txt
16,4,8,,4,0,,2,2,,,,gcc.trace.txt
16,8,16,,1,0,,2,1,,,,gcc.trace.txt
16,8,8,,2,256,,2,0,,,,gcc.trace.txt
32,8,8,,1,128,,0,2,,,,gcc.trace.txt
32,2,16,,2,512,,0,0,,,,gcc.trace.txt
16,2,32,0.5666,1,256,0.5278,2,2,,0,,gcc.trace.txt
32,1,16,,2,256,,1,1,,,,gcc.trace.txt
16,1,32,0.5884,4,128,0.5946,2,1,,0,,gcc.trace.txt
32,8,8,,4,512,,1,0,,,,gcc.trace.txt
32,1,8,,8,0,,2,1,,,,gcc.trace.txt
32,1,64,0.5338,8,256,0.529,0,1,,0,,gcc.trace.txt
16,8,8,,1,128,,1,1,,,,gcc.trace.txt
16,8,32,,8,256,,2,1,,,,gcc.trace.txt
32,4,32,,1,512,,2,2,,,,gcc.trace.txt
32,1,16,,1,128,,2,0,,,,gcc.trace.txt
32,2,8,,8,128,,0,1,,,,gcc.trace.txt
16,4,16,,2,256,,0,0,,,,gcc.trace.txt
32,4,1024,0.1427,8,16384,0.1941,0,0,/Users/kaylaradu/GitHubRepos/GitNCSU/ECE492-MicroArch/traces/gcc_trace.txt,0,graph5_l2size,gcc.trace.txt
32,8,16,,4,512,,2,1,,,,gcc.trace.txt
32,2,64,0.5039,1,256,0.6437,1,1,,0,,gcc.trace.txt
16,1,1024,0.1922,2,262144,0.2453,0,0,,0,,gcc.trace.txt
16,2,8,,2,512,,2,2,,,,gcc.trace.txt
32,4,32,,8,0,,1,0,,,,gcc.trace.txt
32,1,64,0.5338,1,512,0.4971,0,0,,0,,gcc.trace.txt
32,4,1024,0.1427,2,131072,0.1815,0,0,,0,,gcc.trace.txt
16,1,8,,4,512,,1,0,,,,gcc.trace.txt
32,8,16,,2,256,,0,2,,,,gcc.trace.txt
16,4,16,,4,0,,1,1,,,,gcc.trace.txt
16,2,8,,4,256,,0,1,,,,gcc.trace.txt
16,8,32,,1,512,,2,0,,,,gcc.trace.txt
32,4,1024,0.1427,8,262144,0.1809,0,0,,0,,gcc.trace.txt
16,4,32,,4,0,,1,2,,,,gcc.trace.txt
32,1,8,,1,128,,1,1,,,,gcc.trace.txt
16,8,8,,1,0,,1,2,,,,gcc.trace.txt
16,1,1024,0.1922,8,131072,0.2452,0,0,,0,,gcc.trace.txt
32,8,16,,2,0,,0,1,,,,gcc.trace.txt
16,8,64,,8,0,,2,2,,,,gcc.trace.txt
32,2,64,0.5039,2,128,0.8165,2,0,,0,,gcc.trace.txt
16,1,8,,1,128,,0,2,,,,gcc.trace.txt
32,2,8,,4,256,,1,2,,,,gcc.trace.txt
16,4,64,0.4645,1,512,0.5158,1,1,,0,,gcc.trace.txt
32,8,32,,2,0,,0,2,,,,gcc.trace.txt
32,1,64,0.5338,4,128,0.7476,1,2,,0,,gcc.trace.txt
32,1,32768,0.0377,8,524288,0.6852,0,0,,0,,gcc.trace.txt
32,1,8,,2,256,,2,0,,,,gcc.trace.txt
16,2,64,0.4721,2,128,0.7765,2,0,,0,,gcc.trace.txt
16,4,8,,2,256,,2,2,,,,gcc.trace.txt
16,8,64,,8,256,,1,2,,,,gcc.trace.txt
32,4,8,,1,0,,0,1,,,,gcc.trace.txt
16,4,16384,0.0482,0,0,0.0,0,0,,0,,gcc.trace.txt
16,4,8,,4,512,,0,1,,,,gcc.trace.txt
16,1,32,,2,0,,1,0,,,,gcc.trace.txt
16,1,64,0.4967,4,128,0.7038,1,2,,0,,gcc.trace.txt
32,4,8,,1,128,,0,0,,,,gcc.trace.txt
16,8,16,,4,512,,2,1,,,,gcc.trace.txt
16,2,64,0.4721,1,256,0.6241,1,1,,0,,gcc.trace.txt
32,2,32,,8,0,,0,2,,,,gcc.trace.txt
16,1,2048,0.1506,2,524288,0.313,0,0,,0,,gcc.trace.txt
16,2,64,,2,0,,2,2,,,,gcc.trace.txt
32,4,8,,4,512,,1,2,,,,gcc.trace.txt
32,2,4096,0.0753,4,131072,0.343,0,0,,0,,gcc.trace.txt
32,2,16,,8,0,,0,1,,,,gcc.trace.txt
16,1,64,0.4967,1,512,0.4942,0,0,,0,,gcc.trace.txt
16,2,32,,4,0,,0,0,,,,gcc.trace.txt
16,8,16,,2,256,,0,2,,,,gcc.trace.txt
32,4,2048,0.0962,8,524288,0.2683,0,0,,0,,gcc.trace.txt
32,8,32,,1,512,,2,0,,,,gcc.trace.txt
64,1,8192,0.0658,2,524288,0.2206,0,0,,0,,gcc.trace.txt
32,1,32,0.6165,4,128,0.6518,2,1,,0,,gcc.trace.txt
16,1,64,0.4967,8,256,0.5219,0,1,,0,,gcc.trace.txt
32,2,64,,1,0,,0,2,,,,gcc.trace.txt
16,1,8,,2,0,,2,0,,,,gcc.trace.txt
16,2,64,0.4721,8,512,0.4116,1,0,,0,,gcc.trace.txt
16,4,32,,1,512,,2,2,,,,gcc.trace.txt
32,8,32,,8,256,,2,1,,,,gcc.trace.txt
16,8,64,,4,128,,0,1,,,,gcc.trace.txt
16,1,16,0.6836,1,128,0.5884,2,0,,0,,gcc.trace.txt
32,4,16,,2,256,,0,0,,,,gcc.trace.txt
64,1,2048,0.1612,4,131072,0.0901,0,0,,0,,gcc.trace.txt
16,1,8192,0.0839,4,131072,0.5614,0,0,,0,,gcc.trace.txt
32,4,8192,0.0425,4,262144,0.608,0,0,,0,,gcc.trace.txt
16,8,32768,0.0475,4,524288,0.993,0,0,,0,,gcc.trace.txt
16,2,16,,2,512,,0,0,,,,gcc.trace.txt
32,2,32,,1,256,,2,2,,,,gcc.trace.txt
16,1,16,0.6836,2,256,0.4138,1,1,,0,,gcc.trace.txt
32,1,8,,8,256,,1,1,,,,gcc.trace.txt
16,2,32,0.5666,2,512,0.3743,1,2,,0,,gcc.trace.txt
32,2,8,,8,512,,0,0,,,,gcc.trace.txt
32,1,16,,1,512,,2,1,,,,gcc.trace.txt
32,8,8,,4,128,,1,1,,,,gcc.trace.txt
16,1,32,0.5884,4,512,0.3365,2,0,,0,,gcc.trace.txt
32,2,64,,8,128,,1,1,,,,gcc.trace.txt
16,8,8,,1,512,,1,0,,,,gcc.trace.txt
16,4,16,,4,128,,2,2,,,,gcc.trace.txt
128,4,4096,0.083,0,0,0.0,0,0,/Users/kaylaradu/GitHubRepos/GitNCSU/ECE492-MicroArch/traces/gcc_trace.txt,0,graph4_blocksize,gcc.trace.txt
32,2,16,,2,128,,0,1,,,,gcc.trace.txt
32,4,32,,2,256,,1,2,,,,gcc.trace.txt
16,8,8,,4,128,,0,2,,,,gcc.trace.txt
32,4,4096,0.0599,8,524288,0.4309,0,0,,0,,gcc.trace.txt
32,4,32,,2,0,,2,1,,,,gcc.trace.txt
16,4,64,,8,0,,0,1,,,,gcc.trace.txt
16,1,8,,8,256,,0,2,,,,gcc.trace.txt
32,4,16,,2,0,,2,2,,,,gcc.trace.txt
16,1,4096,0.1102,2,524288,0.4275,0,0,,0,,gcc.trace.txt
32,2,2048,0.1071,4,131072,0.241,0,0,,0,,gcc.trace.txt
16,2,32,0.5666,8,128,0.6102,2,2,,0,,gcc.trace.txt
16,8,32,,2,256,,1,0,,,,gcc.trace.txt
32,8,8,,8,256,,0,2,,,,gcc.trace.txt
16,4,16,,1,0,,0,2,,,,gcc.trace.txt
16,4,32,,1,0,,0,1,,,,gcc.trace.txt
32,1,8,,4,128,,0,2,,,,gcc.trace.txt
16,2,8,,1,256,,1,2,,,,gcc.trace.txt
16,8,8,,4,0,,0,1,,,,gcc.trace.txt
32,1,8,,2,0,,1,0,,,,gcc.trace.txt
16,4,64,0.4645,1,128,0.78,1,0,,0,,gcc.trace.txt
32,4,2048,0.0962,8,16384,0.2879,0,0,/Users/kaylaradu/GitHubRepos/GitNCSU/ECE492-MicroArch/traces/gcc_trace.txt,0,graph5_l2size,gcc.trace.txt
32,2,8192,0.0473,2,524288,0.5454,0,0,,0,,gcc.trace.txt
32,2,8,,1,256,,0,1,,,,gcc.trace.txt
32,1,16,,8,256,,2,0,,,,gcc.trace.txt
16,1,8,,4,128,,1,1,,,,gcc.trace.txt
16,4,64,0.4645,4,512,0.4263,0,2,,0,,gcc.trace.txt
32,1,8,,1,512,,1,0,,,,gcc.trace.txt
16,8,32,,1,128,,2,1,,,,gcc.trace.txt
64,1,4096,0.1021,4,131072,0.1422,0,0,,0,,gcc.trace.txt
16,8,16384,0.0477,2,524288,0.9878,0,0,,0,,gcc.trace.txt
16,8,8,,8,256,,1,1,,,,gcc.trace.txt
32,8,16,,4,128,,2,0,,,,gcc.trace.txt
16,4,64,0.4645,2,256,0.6009,2,1,,0,,gcc.trace.txt
32,2,8,,4,0,,0,0,,,,gcc.trace.txt
32,1,64,0.5338,1,128,0.8116,0,1,,0,,gcc.trace.txt
16,1,16,0.6836,8,256,0.3769,2,0,,0,,gcc.trace.txt
32,8,32,,1,128,,2,1,,,,gcc.trace.txt
16,1,64,,1,0,,2,1,,,,gcc.trace.txt
32,4,8,,4,0,,1,2,,,,gcc.trace.txt
16,4,8,,1,512,,1,2,,,,gcc.trace.txt
16,8,16,,4,128,,2,0,,,,gcc.trace.txt
16,1,64,0.4967,1,128,0.8099,0,1,,0,,gcc.trace.txt
16,4,8,,4,128,,0,0,,,,gcc.trace.txt
32,2,32,,8,128,,2,2,,,,gcc.trace.txt
16,2,64,0.4721,4,256,0.5566,0,2,,0,,gcc.trace.txt
32,4,8,,1,512,,0,1,,,,gcc.trace.txt
32,8,32,,2,256,,1,0,,,,gcc.trace.txt
16,1,8,,8,0,,1,1,,,,gcc.trace.txt
16,2,64,0.4721,2,512,0.4481,2,1,,0,,gcc.trace.txt
64,4,4096,0.0619,0,0,0.0,0,0,,0,,gcc.trace.txt
16,2,16,,1,0,,1,0,,,,gcc.trace.txt
16,4,32,,2,256,,1,2,,,,gcc.trace.txt
32,4,8,,8,256,,0,0,,,,gcc.trace.txt
16,2,16,,2,128,,0,1,,,,gcc.trace.txt
32,2,64,,4,0,,1,1,,,,gcc.trace.txt
32,8,8,,1,0,,2,2,,,,gcc.trace.txt
16,8,64,,1,128,,1,2,,,,gcc.trace.txt
16,1,16,,8,0,,2,2,,,,gcc.trace.txt
32,1,64,,2,0,,0,1,,,,gcc.trace.txt
16,8,64,,4,512,,0,0,,,,gcc.trace.txt
32,2,32,,2,512,,1,2,,,,gcc.trace.txt
16,1,32,,8,0,,2,1,,,,gcc.trace.txt
16,1,16,0.6836,1,512,0.359,2,1,,0,,gcc.trace.txt
32,1,16,,4,0,,2,0,,,,gcc.trace.txt
32,8,65536,0.0259,0,0,0.0,0,0,/Users/kaylaradu/GitHubRepos/GitNCSU/ECE492-MicroArch/traces/gcc_trace.txt,0,graph1_size_assoc,gcc.trace.txt
32,1,32,0.6165,4,512,0.3262,2,0,,0,,gcc.trace.txt
16,2,64,0.4721,8,128,0.7315,1,1,,0,,gcc.trace.txt
32,4,16,,4,128,,2,2,,,,gcc.trace.txt
32,2,32,,4,256,,2,1,,,,gcc.trace.txt
32,4,16384,0.0283,4,131072,0.9117,0,0,,0,,gcc.trace.txt
16,2,64,0.4721,8,128,0.7315,0,1,,0,,gcc.trace.txt
16,2,16,,1,256,,2,0,,,,gcc.trace.txt
16,8,64,,4,512,,1,0,,,,gcc.trace.txt
32,1,64,,2,0,,1,1,,,,gcc.trace.txt
32,2,32,,2,512,,0,2,,,,gcc.trace.txt
16,8,64,,1,128,,0,2,,,,gcc.trace.txt
32,2,16,,2,0,,2,0,,,,gcc.trace.txt
16,4,32,,4,512,,2,1,,,,gcc.trace.txt
32,2,64,,4,0,,0,1,,,,gcc.trace.txt
32,1,32,0.6165,1,128,0.7027,2,2,,0,,gcc.trace.txt
16,2,16,,2,128,,1,1,,,,gcc.trace.txt
16,4,32,,2,256,,0,2,,,,gcc.trace.txt
32,4,8,,8,256,,1,0,,,,gcc.trace.txt
32,4,16,,1,512,,2,0,,,,gcc.trace.txt
16,2,1024,0.16,4,262144,0.2945,0,0,,0,,gcc.trace.txt
16,1,8,,8,0,,0,1,,,,gcc.trace.txt
16,2,16,,1,0,,0,0,,,,gcc.trace.txt
16,1,64,0.4967,2,256,0.5695,2,0,,0,,gcc.trace.txt
16,2,64,0.4721,4,256,0.5566,1,2,,0,,gcc.trace.txt
64,8,16384,0.0196,4,524288,0.7416,0,0,,0,,gcc.trace.txt
16,8,16,,1,512,,2,2,,,,gcc.trace.txt
32,4,16,,8,256,,2,1,,,,gcc.trace.txt
16,4,8,,4,128,,1,0,,,,gcc.trace.txt
128,4,1024,0.2036,0,0,0.0,0,0,/Users/kaylaradu/GitHubRepos/GitNCSU/ECE492-MicroArch/traces/gcc_trace.txt,0,graph4_blocksize,gcc.trace.txt
32,8,32,,2,256,,0,0,,,,gcc.trace.txt
32,4,8,,1,512,,1,1,,,,gcc.trace.txt
16,4,8,,1,512,,0,2,,,,gcc.trace.txt
64,2,1024,0.1714,8,524288,0.0847,0,0,,0,,gcc.trace.txt
32,4,8,,4,0,,0,2,,,,gcc.trace.txt
16,1,64,0.4967,1,128,0.8099,1,1,,0,,gcc.trace.txt
32,4,131072,0.0258,0,0,0.0,0,0,/Users/kaylaradu/GitHubRepos/GitNCSU/ECE492-MicroArch/traces/gcc_trace.txt,0,graph1_size_assoc,gcc.trace.txt
16,2,16,,8,512,,2,1,,,,gcc.trace.txt
16,8,8,,8,256,,0,1,,,,gcc.trace.txt
64,2,2048,0.1158,8,262144,0.1253,0,0,,0,,gcc.trace.txt
16,2,8192,0.0638,2,131072,0.7402,0,0,,0,,gcc.trace.txt
32,1,64,0.5338,1,128,0.8116,1,1,,0,,gcc.trace.txt
32,2,8,,4,0,,1,0,,,,gcc.trace.txt
16,1,8,,4,128,,0,1,,,,gcc.trace.txt
16,2,8192,0.0638,8,262144,0.7391,0,0,,0,,gcc.trace.txt
32,2,8,,1,256,,1,1,,,,gcc.trace.txt
64,2,2048,0.1158,2,131072,0.126,0,0,,0,,gcc.trace.txt
32,2,16,,8,512,,2,1,,,,gcc.trace.txt
32,1,8,,1,512,,0,0,,,,gcc.trace.txt
16,4,64,0.4645,4,512,0.4263,1,2,,0,,gcc.trace.txt
16,4,16,,1,0,,1,2,,,,gcc.trace.txt
16,4,64,0.4645,1,128,0.78,0,0,,0,,gcc.trace.txt
32,1,64,0.5338,2,256,0.5719,2,0,,0,,gcc.trace.txt
32,1,8,,2,0,,0,0,,,,gcc.trace.txt
16,8,8,,4,0,,1,1,,,,gcc.trace.txt
16,2,8,,1,256,,0,2,,,,gcc.trace.txt
32,1,8,,4,128,,1,2,,,,gcc.trace.txt
16,4,32,,1,0,,1,1,,,,gcc.trace.txt
16,4,16,,8,256,,2,1,,,,gcc.trace.txt
32,2,8,,2,128,,2,0,,,,gcc.trace.txt
32,8,16,,1,512,,2,2,,,,gcc.trace.txt
64,4,2048,0.1033,0,0,0.0,0,0,,0,,gcc.trace.txt
16,8,32,,2,256,,0,0,,,,gcc.trace.txt
32,8,8,,8,256,,1,2,,,,gcc.trace.txt
32,4,32,,4,512,,2,1,,,,gcc.trace.txt
64,2,8192,0.0455,4,524288,0.3191,0,0,,0,,gcc.trace.txt
32,1,4096,0.1002,8,262144,0.2578,0,0,,0,,gcc.trace.txt
16,1,8,,8,256,,1,2,,,,gcc.trace.txt
16,4,64,,8,0,,1,1,,,,gcc.trace.txt
16,4,4096,0.0755,8,131072,0.6239,0,0,,0,,gcc.trace.txt
16,1,32,0.5884,1,128,0.6837,2,2,,0,,gcc.trace.txt
32,4,32,,2,256,,0,2,,,,gcc.trace.txt
32,2,16,,2,128,,1,1,,,,gcc.trace.txt
16,4,4096,0.0755,2,262144,0.6242,0,0,,0,,gcc.trace.txt
16,4,16,,1,512,,2,0,,,,gcc.trace.txt
16,8,8,,4,128,,1,2,,,,gcc.trace.txt
16,2,2048,0.1183,4,524288,0.3985,0,0,,0,,gcc.trace.txt
32,1,4096,0.1002,2,131072,0.2586,0,0,,0,,gcc.trace.txt
32,8,8,,4,128,,0,1,,,,gcc.trace.txt
16,2,32,0.5666,4,256,0.4635,2,1,,0,,gcc.trace.txt
16,8,8,,1,512,,0,0,,,,gcc.trace.txt
32,2,64,,8,128,,0,1,,,,gcc.trace.txt
32,8,16,,8,0,,2,0,,,,gcc.trace.txt
32,2,16,,1,256,,2,0,,,,gcc.trace.txt
16,4,8,,1,0,,2,1,,,,gcc.trace.txt
32,1,8,,8,256,,0,1,,,,gcc.trace.txt
16,8,32,,4,0,,2,1,,,,gcc.trace.txt
16,8,16,,4,0,,2,2,,,,gcc.trace.txt
16,2,32,0.5666,2,512,0.3743,0,2,,0,,gcc.trace.txt
32,2,8,,8,512,,1,0,,,,gcc.trace.txt
16,2,16,,2,512,,1,0,,,,gcc.trace.txt
64,2,4096,0.0784,2,131072,0.1862,0,0,,0,,gcc.trace.txt
16,1,16,0.6836,2,256,0.4138,0,1,,0,,gcc.trace.txt
32,4,16,,1,128,,2,1,,,,gcc.trace.txt
32,1,32,,1,0,,2,0,,,,gcc.trace.txt
64,2,4096,0.0784,8,262144,0.1852,0,0,,0,,gcc.trace.txt
32,1,8192,0.067,4,524288,0.3854,0,0,,0,,gcc.trace.txt
16,4,32,,4,128,,2,0,,,,gcc.trace.txt
16,2,8,,4,0,,2,0,,,,gcc.trace.txt
16,1,16,0.6836,4,512,0.2896,2,2,,0,,gcc.trace.txt
16,8,64,,4,128,,1,1,,,,gcc.trace.txt
32,4,16,,2,256,,1,0,,,,gcc.trace.txt
32,2,64,,1,0,,1,2,,,,gcc.trace.txt
16,1,64,0.4967,8,256,0.5219,1,1,,0,,gcc.trace.txt
16,2,64,0.4721,8,512,0.4116,0,0,,0,,gcc.trace.txt
32,8,8,,4,0,,2,1,,,,gcc.trace.txt
16,8,16,,2,256,,1,2,,,,gcc.trace.txt
16,2,32,,4,0,,1,0,,,,gcc.trace.txt
16,2,4096,0.0875,4,524288,0.5386,0,0,,0,,gcc.trace.txt
32,1,2048,0.1477,2,131072,0.1753,0,0,,0,,gcc.trace.txt
16,4,2048,0.1062,2,262144,0.4439,0,0,,0,,gcc.trace.txt
16,2,16,,8,128,,2,0,,,,gcc.trace.txt
32,4,8,,2,256,,2,1,,,,gcc.trace.txt
64,4,8192,0.0386,8,131072,0.3763,0,0,,0,,gcc.trace.txt
16,2,64,0.4721,1,256,0.6241,0,1,,0,,gcc.trace.txt
32,2,32,,8,0,,1,2,,,,gcc.trace.txt
64,4,8192,0.0386,2,262144,0.3768,0,0,,0,,gcc.trace.txt
16,4,2048,0.1062,8,131072,0.4437,0,0,,0,,gcc.trace.txt
16,1,64,0.4967,1,512,0.4942,1,0,,0,,gcc.trace.txt
32,2,16,,8,0,,1,1,,,,gcc.trace.txt
32,4,8,,4,512,,0,2,,,,gcc.trace.txt
32,1,2048,0.1477,8,262144,0.1748,0,0,,0,,gcc.trace.txt
16,4,8,,4,512,,1,1,,,,gcc.trace.txt
16,1,32,,2,0,,0,0,,,,gcc.trace.txt
32,4,8,,1,0,,1,1,,,,gcc.trace.txt
32,4,8,,1,128,,1,0,,,,gcc.trace.txt
32,1,32,0.6165,8,256,0.4533,2,2,,0,,gcc.trace.txt
32,1,64,,8,0,,2,0,,,,gcc.trace.txt
16,1,64,0.4967,4,128,0.7038,0,2,,0,,gcc.trace.txt
64,4,8192,0.0386,0,0,0.0,0,0,/Users/kaylaradu/GitHubRepos/GitNCSU/ECE492-MicroArch/traces/gcc_trace.txt,0,graph4_blocksize,gcc.trace.txt
16,1,64,,4,0,,2,2,,,,gcc.trace.txt
32,8,32,,4,128,,2,2,,,,gcc.trace.txt
16,8,64,,8,256,,0,2,,,,gcc.trace.txt
32,2,8,,2,512,,2,1,,,,gcc.trace.txt
32,4,32768,0.0264,2,131072,0.9811,0,0,,0,,gcc.trace.txt
16,1,32,0.5884,8,256,0.438,2,2,,0,,gcc.trace.txt
32,2,16384,0.0338,8,524288,0.763,0,0,,0,,gcc.trace.txt
32,1,64,0.5338,4,128,0.7476,0,2,,0,,gcc.trace.txt
32,2,8,,4,256,,0,2,,,,gcc.trace.txt
16,1,8,,1,128,,1,2,,,,gcc.trace.txt
32,8,16,,2,0,,1,1,,,,gcc.trace.txt
32,8,32,,2,0,,1,2,,,,gcc.trace.txt
16,8,32,,4,128,,2,2,,,,gcc.trace.txt
16,4,64,0.4645,1,512,0.5158,0,1,,0,,gcc.trace.txt
32,4,32768,0.0264,8,262144,0.978,0,0,,0,,gcc.trace.txt
16,4,16,,4,0,,0,1,,,,gcc.trace.txt
32,8,16,,2,256,,1,2,,,,gcc.trace.txt
16,1,8,,4,512,,0,0,,,,gcc.trace.txt
16,8,8,,1,0,,0,2,,,,gcc.trace.txt
16,4,1024,0.1473,2,524288,0.3199,0,0,,0,,gcc.trace.txt
32,1,8,,1,128,,0,1,,,,gcc.trace.txt
16,4,32,,4,0,,0,2,,,,gcc.trace.txt
16,2,8,,4,256,,1,1,,,,gcc.trace.txt
32,2,16,,8,128,,2,0,,,,gcc.trace.txt
32,2,64,0.5039,1,256,0.6437,0,1,,0,,gcc.trace.txt
16,4,64,,2,0,,2,0,,,,gcc.trace.txt
32,1,64,0.5338,1,512,0.4971,1,0,,0,,gcc.trace.txt
32,4,32,,8,0,,0,0,,,,gcc.trace.txt
32,1,1024,0.1935,8,524288,0.1335,0,0,,0,,gcc.trace.txt
64,2,32768,0.0183,0,0,0.0,0,0,,0,,gcc.trace.txt
16,4,16,,2,256,,1,0,,,,gcc.trace.txt
32,2,8,,8,128,,1,1,,,,gcc.trace.txt
64,8,32768,0.015,2,524288,0.968,0,0,,0,,gcc.trace.txt
32,1,64,0.5338,8,256,0.529,1,1,,0,,gcc.trace.txt
32,8,8,,4,512,,0,0,,,,gcc.trace.txt
16,8,8,,1,128,,0,1,,,,gcc.trace.txt
32,8,8,,1,128,,1,2,,,,gcc.trace.txt
32,2,16,,2,512,,1,0,,,,gcc.trace.txt
64,4,1024,0.1584,4,131072,0.0917,0,0,,0,,gcc.trace.txt
32,1,16,,2,256,,0,1,,,,gcc.trace.txt
16,4,16,,1,128,,2,1,,,,gcc.trace.txt
32,4,32,,4,128,,2,0,,,,gcc.trace.txt
16,2,8,,8,128,,0,2,,,,gcc.trace.txt
